休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,绿,"['35.5及以下', '36', '37', '37.5', '38', '39', '39.5', '40', '41', '41.5', '42', '43', '43.5', '44', '45', '46', '47.5']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。",['//shihuo.hupucdn.com/trade/reposition/2018-11-23/ff4bacab98dd1c2e7a7b5efe073eba89.png']
休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,灰棕白,"['35.5及以下', '36', '37', '37.5', '38', '39', '39.5', '40', '41', '41.5', '42', '43', '43.5', '44', '45', '46', '47.5']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。",['//shihuo.hupucdn.com/def/20181113/2c36d334a12a2bd28e49a78d7e8d4add1542094458.jpg']
休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,黑白红,"['35.5及以下', '36', '37', '37.5', '38', '39', '39.5', '40', '40.5', '41', '41.5', '42', '43', '43.5', '44', '45', '46', '47.5']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。","['//shihuo.hupucdn.com/def/20181107/d048293f43813c19a528dd3523ff77221541572676.jpg', '//shihuo.hupucdn.com/trade/reposition/2019-01-03/0489b217e3fe59ddee561092a4e2675b.png', '//shihuo.hupucdn.com/def/20190103/48b5fd923726de26c07bce35c2ff991e1546526891.jpg', '//shihuo.hupucdn.com/def/20190103/03f4126e56dc165965735a5f1febd4f41546526906.jpg', '//shihuo.hupucdn.com/def/20190103/3d3d6f4289ae6375efd1d30b0f3c5c991546526919.jpg']"
休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,加厚兔毛灰绑带,"['35.5及以下', '36', '37', '37.5', '38', '39', '39.5', '40', '40.5', '41', '41.5', '42', '42.5', '43', '43.5', '44', '44.5', '45', '46']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。",['//shihuo.hupucdn.com/def/20181113/d7667e22babe7100f7a2825653cbb3041542095185.jpg']
休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,黑兔毛灰,"['35.5及以下', '36', '37', '37.5', '38', '39', '39.5', '40', '40.5', '41', '41.5', '42', '43', '43.5', '44', '45', '45.5', '46', '47', '47.5']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。","['//shihuo.hupucdn.com/trade/reposition/2018-11-13/ee05f23dca309eddf8e4d9247cbc5b71.png', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/b6478f465dfefe8a8f58e2a600295087.png', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/f34a4bef6f95820ff6c1224e68eb9934.png', '//shihuo.hupucdn.com/def/20190118/82b787cda2fd87cbd92727f29e91fe331547799579.jpg']"
休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,黑,"['39', '39.5', '40', '41', '41.5', '42', '43', '43.5', '44', '45', '45.5', '46', '47.5']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。","['//shihuo.hupucdn.com/def/20181113/81063d0ecfdda36dc61024c3ca45e3fc1542095237.jpg', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/7641792b76ab4810a84b1e57d8119219.png', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/883281474998b0f20d6348c05b71b1d9.png']"
休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,灰紫,"['35.5及以下', '36', '37', '37.5', '38', '39', '39.5', '40', '41', '41.5', '42', '43', '43.5', '44', '45', '45.5', '46', '47.5']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。","['//shihuo.hupucdn.com/def/20181113/1d0ca25d2b5cab87a76ce23250f64db01542074115.jpg', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/dbe062fe62cdbb47bb044701b1e57e99.png', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/45b5d434111eba9fd912bb58111f038a.png', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/5839571cb8dff1fc8194a53eb0bbf01e.png']"
休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,灰粉,"['35.5及以下', '36', '37', '37.5', '38', '39', '39.5', '40', '41', '41.5', '42', '43', '43.5', '44', '45', '45.5', '46']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。","['//shihuo.hupucdn.com/def/20181113/49cfb6c92c26931ea2f89f77d8e036391542095087.jpg', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/4c5b3ab0e877580b514ef1ff293191f3.png', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/cd63c897611dfc903a7ef22499a6e703.png', '//shihuo.hupucdn.com/def/20190118/542e5367a0f28b437c4779bf5bcaa5901547799346.jpg']"
休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,红黑,"['35.5及以下', '36', '37', '37.5', '38', '39', '39.5', '40', '41', '41.5', '42', '43', '43.5', '44', '45', '45.5', '46', '47']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。","['//shihuo.hupucdn.com/def/20181113/5b0b4fdaf19be918dcf3eb34d35232f11542095156.jpg', '//shihuo.hupucdn.com/def/20190118/a94eead061eee6e86f74a6502d8b67b31547797902.jpg', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/e887f15f48bf0d66567df9e690436a6e.png', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/437b313d70204a89939a1f658e6b273f.png']"
休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,卡其灰,"['39', '39.5', '40', '41', '41.5', '42', '43', '43.5', '44', '45', '45.5', '46']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。",['//shihuo.hupucdn.com/def/20190130/71dab1704624df6f35f32dfd3b8cca681548834981.jpg']
休闲鞋,Li Ning李宁,李宁 韦德悟道2,悟道,黑白,"['35.5及以下', '36', '37', '37.5', '38', '39', '39.5', '40', '41', '41.5', '42', '43', '43.5', '44', '45', '45.5', '46', '47', '48及以上']","2018年2月，李宁品牌惊艳亮相纽约时装周，成为第一家亮相纽约时装周的国内运动品牌。李宁以""悟道""为主题，用运动的视角表达对中国传统文化和现代潮流时尚的理解。同期主打的潮流鞋款——韦德悟道2，设计风格更加注重街头潮流，鞋面采用当下最流行的无缝拼接、高帮袜套设计，中底采用EVA材质；鞋底外侧英文字母的意义为“道可道非常道，名可名非常名”的翻译，反向设计寓意从另一个角度思考问题，要经常审视自己，从而感悟出人生真谛，也于鞋子名字“悟道”所契合；后跟鞋提类似中国传统花纹的设计，其实融入了鞋子英文名Essence字样。不忘初心，致敬经典，李宁韦德悟道2灵活运用现代演绎，将中国传统文化与运动潮流完美结合，预示着中国运动潮流未来的国人创造方向。","['//shihuo.hupucdn.com/def/20181113/a39ad1e2a7abfa0a9662468311343b611542095009.jpg', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/818d4cb8b996a7b97d548f335d66980d.png', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/fab7e30dc8351c8ca03c488baeb0a378.png', '//shihuo.hupucdn.com/trade/reposition/2019-01-18/3cf6f126a9688e4589c3d833fa1b5ad6.png', '//shihuo.hupucdn.com/def/20190118/a963856b63e9367814b11a765c2264571547799078.jpg']"
